coffee_id,Country_of_Origin,Farm_Name,Mill,Company,Altitude,Region,Producer,Number_of_Bags,Bag_Weight,In_Country_Partner,Harvest_Year,Owner,Variety,Status,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Defects,Total_Cup_Points,Moisture,Color,Category_One_Defects,Category_Two_Defects,Quakers,Certification_Body,parsed_expiration,parsed_grading_date
44,Taiwan,sunshine valley estate ??????,sunshine valley estate ??????,taiwan coffee laboratory,1000,natou county,LIN YEN CHIEN ???,10,15,Specialty Coffee Association,2015,"lin, che-hao krude ???",Bourbon,,Semi-washed / Semi-pulped,8.08,8.17,7.75,8.08,7.75,7.83,10,10,10,8.42,0,86.08,0.12,Green,0,0,0,Specialty Coffee Association,2016-06-09,2015-06-10
807,Taiwan,gao chun fang ???,gao chun fang ???,"red on tree co., ltd.",650,"dongshan dist., tainan city ??????","Lin Huang, A-Mien ???",30,10,Specialty Coffee Association,2012,"lin, che-hao krude ???",Typica,,Washed / Wet,7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,0,82,0.12,Bluish-Green,0,0,0,Specialty Coffee Association,2014-06-03,2013-06-03
771,Taiwan,kan tou mountain coffee ??????,kan tou mountain coffee ??????,"red on tree co., ltd.",800,"dongshan dist., tainan city ??????",Jufeng-Tseng ???,80,10,Specialty Coffee Association,2012,"lin, che-hao krude ???",Typica,,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,0,82.17,0,Green,0,0,0,Specialty Coffee Association,2014-05-29,2013-05-29
116,Taiwan,shi fang yuan ???,shi fang yuan ???,taiwan coffee laboratory,350,"dongshan dist., tainan city ??????",Wang Chao Yung ???,10,20,Specialty Coffee Association,2016,"lin, che-hao krude ???",Typica,,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10,10,10,8,0,84.83,0,Green,0,0,0,Specialty Coffee Association,2017-05-18,2016-05-18
1146,Taiwan,ka-vulungan coffee estate,ka-vulungan coffee estate,"red on tree co., ltd.",1000,"taiwu township , pingtung county ??????",Wei-Chieh ( Jack ) Hua,28,50,Specialty Coffee Association,2014,"lin, che-hao krude ???",Typica,,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,9.33,9.33,8.67,7.33,0,79.75,0,,0,0,0,Specialty Coffee Association,2016-03-20,2015-03-21
1218,Taiwan,kan tou mountain coffee ??????,kan tou mountain coffee ??????,"red on tree co., ltd.",800,"dongshan dist., tainan city ??????",GUO JIUN HUNG ??? & TSENG RU FENG ???,50,20,Specialty Coffee Association,2013,"lin, che-hao krude ???",Typica,,Washed / Wet,6.83,6.75,7.17,7.25,7,6.92,10,10,10,6.67,0,78.58,0.1,Green,0,0,0,Specialty Coffee Association,2015-07-22,2014-07-22
425,Taiwan,sunshine valley estate ??????,sunshine valley estate ??????,taiwan coffee laboratory,1000,natou county,LIN YEN CHIEN ???,10,15,Specialty Coffee Association,2015,"lin, che-hao krude ???",Bourbon,,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10,10,10,7.58,0,83.25,0.1,Blue-Green,0,0,0,Specialty Coffee Association,2016-06-17,2015-06-18
1005,Taiwan,jing jing café ?????????,jing jing café ?????????,taiwan coffee laboratory,758,"dongshan dist., tainan city ??????",HU KUEI CHING ???,10,5,Specialty Coffee Association,2015,"lin, che-hao krude ???",Typica,,Washed / Wet,7.25,7.17,7.17,7.25,7.5,7.33,10,10,10,7.33,0,81,0.12,Bluish-Green,0,0,0,Specialty Coffee Association,2016-05-05,2015-05-06
1183,Taiwan,baishencun coffee farm???????,baishengcun coffee ???????,"red on tree co., ltd.",850,natou county,WU SHU YI ???,50,20,Specialty Coffee Association,2014,"lin, che-hao krude ???",Typica,,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,10,10,10,6.75,0,79.25,0.11,Blue-Green,0,0,0,Specialty Coffee Association,2015-11-07,2014-11-07
902,Taiwan,jacob's estate ????,jacob's estate ????,"red on tree co., ltd.",850,natou county,CHIU WEI LUN ???,50,20,Specialty Coffee Association,2014,"lin, che-hao krude ???",Typica,,Semi-washed / Semi-pulped,7.33,7.17,7.08,7.08,8.33,8.25,10,10,9.33,7,0,81.58,0,,0,0,0,Specialty Coffee Association,2015-08-25,2014-08-25
845,Taiwan,gao chun fang ???,gao chun fang ???,taiwan coffee laboratory,700,"dongshan dist., tainan city ??????",LIN SIN JI ???,8,5,Specialty Coffee Association,2014,"lin, che-hao krude ???",Typica,,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,0,81.83,0,Green,0,0,0,Specialty Coffee Association,2016-04-29,2015-04-30
263,Taiwan,tsoustructive garden ???,tsoustructive garden ???,taiwan coffee laboratory,1200,"leye, alishan township, chiayi county ????????","FANG,ZHENG-LUN ???",20,50,Specialty Coffee Association,2015,"lin, che-hao krude ???",Typica,,Washed / Wet,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10,10,7.83,0,83.92,0.11,Green,0,3,0,Specialty Coffee Association,2017-05-18,2016-05-18
1147,Taiwan,baijiada coffee farm???????,baijiada coffee farm???????,"red on tree co., ltd.",600,"baihe dist., tainan city ??????",LIN REN FU ???,50,20,Specialty Coffee Association,2013,"lin, che-hao krude ???",Typica,,Washed / Wet,7.08,7.08,7.25,7,7.17,7.17,10,10,10,7,0,79.75,0.1,Blue-Green,0,0,0,Specialty Coffee Association,2015-07-28,2014-07-28
483,Taiwan,kan tou mountain coffee ??????,kan tou mountain coffee ??????,taiwan coffee laboratory,750,"dongshan dist., tainan city ??????",Tseng ju feng / Kuo jun hong ??? / ???,20,60,Specialty Coffee Association,2015,"lin, che-hao krude ???",Typica,,Natural / Dry,7.83,7.92,7.5,7.83,7.67,7.25,9.33,10,10,7.75,0,83.08,0,Green,0,0,0,Specialty Coffee Association,2016-05-18,2015-05-19
192,Taiwan,???? good mood coffee,???? good mood coffee,taiwan coffee laboratory,1000,??? guoshing township,??? Huang Mei Tao,10,5,Specialty Coffee Association,2016,"lin, che-hao krude ???",Typica,,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10,10,10,7.67,0,84.25,0.12,Blue-Green,0,0,0,Specialty Coffee Association,2018-08-10,2017-08-10
898,Taiwan,baishengcun coffee ???????,baishengcun coffee ???????,taiwan coffee laboratory,800,natou county,??? Su Jin Kuan,20,50,Specialty Coffee Association,2016,"lin, che-hao krude ???",Typica,,Washed / Wet,7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,0,81.58,0.1,Blue-Green,0,0,0,Specialty Coffee Association,2017-07-15,2016-07-15
299,Taiwan,?????? (kan tou mountain coffee),?????? (kan tou mountain coffee),taiwan coffee laboratory,750,"?????? (dongshan dist., tainan city)",??? & ??? (Tseng Ju Feng & Kuo Jun Hong),10,10,Specialty Coffee Association,2016,"lin, che-hao krude ???",Typica,,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10,10,10,7.75,0,83.75,0,Green,0,0,0,Specialty Coffee Association,2018-06-06,2017-06-06
281,Taiwan,???? hometown coffee,???? hometown coffee,taiwan coffee laboratory,525,"dongshan dist., tainan city ??????",ZENG JIAN NAN ???,8,18,Specialty Coffee Association,2014,"lin, che-hao krude ???",Typica,,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10,10,10,7.83,0,83.83,0,Green,0,1,0,Specialty Coffee Association,2016-04-29,2015-04-30
802,Taiwan,"you siang coffee farmtainan, taiwan ????????","you siang coffee farmtainan, taiwan ????????","red on tree co., ltd.",600,"dongshan dist., tainan city ??????",Chen Jin Lin ???,50,20,Specialty Coffee Association,2013,"lin, che-hao krude ???",Typica,,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,0,82,0.09,Green,0,0,0,Specialty Coffee Association,2015-07-22,2014-07-22
963,Taiwan,jing jing café ?????????,jing jing café ?????????,taiwan coffee laboratory,680,"dongshan dist., tainan city ??????",Hu Guei Jing ???,20,50,Specialty Coffee Association,2015,"lin, che-hao krude ???",Typica,,Natural / Dry,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10,10,5.25,0,81.25,0.12,Green,0,0,0,Specialty Coffee Association,2017-05-18,2016-05-18
635,Taiwan,???? lin yuan coffee,???? lin yuan coffee,taiwan coffee laboratory,1050,??? guoshing township,??? Lin Wen Hong,6,5,Specialty Coffee Association,2016,"lin, che-hao krude ???",Typica,,Pulped natural / honey,7.67,7.42,7.5,7.42,7.58,7.5,10,10,10,7.5,0,82.58,0.11,Green,0,0,5,Specialty Coffee Association,2018-08-22,2017-08-22
1250,Taiwan,"dongshan gaoyuan village chief manor coffee tainan, taiwan ??????????????","dongshan gaoyuan village chief manor coffee tainan, taiwan ??????????????","red on tree co., ltd.",775,"dongshan dist., tainan city ??????",Chen Shuei Lian ???,100,10,Specialty Coffee Association,2012,"lin, che-hao krude ???",Typica,,Washed / Wet,7.17,6.75,6.58,7.33,7.33,7.17,9.33,9.33,10,6.67,0,77.67,0.11,Bluish-Green,0,0,0,Specialty Coffee Association,2014-05-29,2013-05-29
109,Taiwan,baishengcun coffee ???????,baishengcun coffee ???????,taiwan coffee laboratory,800,natou county,SU CHUEN SHIAN ???,20,40,Specialty Coffee Association,2015,"lin, che-hao krude ???",Typica,,Semi-washed / Semi-pulped,7.67,7.83,8,7.58,8,7.92,10,10,10,7.92,0,84.92,0.11,Green,0,0,0,Specialty Coffee Association,2016-06-08,2015-06-09
320,Taiwan,tsoustructive garden ???,tsoustructive garden ???,taiwan coffee laboratory,1200,"leye, alishan township, chiayi county","FANG,ZHENG-LUN ???",20,50,Specialty Coffee Association,2015,"lin, che-hao krude ???",Caturra,,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10,10,10,7.75,0,83.67,0.1,Bluish-Green,0,0,0,Specialty Coffee Association,2017-05-18,2016-05-18
234,Taiwan,chang yu liang ???,chang yu liang ???,taiwan coffee laboratory,968,"nanxi dist., tainan city ??????",CHANG YU LIANG ???,10,20,Specialty Coffee Association,2016,"lin, che-hao krude ???",Typica,,Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10,10,10,7.92,0,84.08,0.1,Bluish-Green,0,4,0,Specialty Coffee Association,2017-05-18,2016-05-18
586,Taiwan,???? (hoe vs. flower coffee farm),???? (hoe vs. flower coffee farm),taiwan coffee laboratory,650,"??????( dongshan dist., tainan city)","???( Lin, Chun-Chi)",8,10,Specialty Coffee Association,2016,"lin, che-hao krude ???",Yellow Bourbon,,Natural / Dry,7.83,7.67,7.33,7.67,7.58,7.67,9.33,10,10,7.67,0,82.75,0,Green,0,0,0,Specialty Coffee Association,2018-06-01,2017-06-01
30,Taiwan,tsoustructive garden ???,tsoustructive garden ???,taiwan coffee laboratory,1200,"leye, alishan township, chiayi county","FANG,ZHENG-LUN ???",20,50,Specialty Coffee Association,2015,"lin, che-hao krude ???",Sumatra,,Pulped natural / honey,8,8,8,8.25,8,8.17,10,10,10,8.17,0,86.58,0,Green,0,0,0,Specialty Coffee Association,2017-05-18,2016-05-18
1236,Taiwan,???? (hoe vs. flower coffee farm),???? (hoe vs. flower coffee farm),taiwan coffee laboratory,650,"??????( dongshan dist., tainan city)","???( Lin, Chun-Chi)",8,10,Specialty Coffee Association,2016,"lin, che-hao krude ???",Yellow Bourbon,,Washed / Wet,7.5,7.08,7.33,7.17,7.5,7.5,6.67,10,10,7.25,0,78,0,Green,3,4,0,Specialty Coffee Association,2018-06-06,2017-06-06
537,Taiwan,shi fang yuan ???,shi fang yuan ???,taiwan coffee laboratory,350,"dongshan dist., tainan city ??????",Wang Chao Yung ???,10,20,Specialty Coffee Association,2016,"lin, che-hao krude ???",Caturra,,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10,10,10,7.75,0,82.92,0.09,Green,31,0,0,Specialty Coffee Association,2017-06-28,2016-06-28
920,Taiwan,good mood coffee ????        ,good mood coffee ????        ,"red on tree co., ltd.",900,natou county,HUANG MEI TAO ???        ,50,20,Specialty Coffee Association,2014,"lin, che-hao krude ???",Typica,,Washed / Wet,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,0,81.5,0.11,Blue-Green,0,0,0,Specialty Coffee Association,2015-08-18,2014-08-18
1251,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,5,100,Specialty Coffee Association,2013,kona pacific farmers cooperative,NULL,,Natural / Dry,7.58,7.67,7.58,7.67,7.42,7.42,9.33,9.33,6,7.58,0,77.58,0.12,Green,1,5,0,Specialty Coffee Association,2014-05-03,2013-05-03
38,United States (Hawaii),kona pacific farmers cooperative,NULL,NULL,NULL,kona,Kona Pacific Farmers Co-Op,25,100,Specialty Coffee Association,2010,kona pacific farmers cooperative,NULL,,NULL,8.25,8.42,8.08,7.75,7.67,7.83,10,10,10,8.25,0,86.25,0,,2,1,0,Specialty Coffee Association,2012-01-28,2011-01-28
416,United States (Hawaii),NULL,NULL,NULL,NULL,NULL,NULL,25,100,Specialty Coffee Association,,kona pacific farmers cooperative,NULL,,NULL,7.58,7.67,7.58,7.5,7.83,7.67,10,10,10,7.5,0,83.33,0,,0,0,0,Specialty Coffee Association,2012-02-24,2011-02-24
1114,United States (Hawaii),NULL,NULL,NULL,NULL,kona,NULL,22,100,Specialty Coffee Association,,kona pacific farmers cooperative,NULL,,NULL,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,0,80.17,0.05,,12,1,0,Specialty Coffee Association,2012-09-21,2011-09-22
745,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,6,100,Specialty Coffee Association,2013,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,0,82.25,0,Bluish-Green,0,1,0,Specialty Coffee Association,2014-05-03,2013-05-03
177,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,5,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10,10,10,7.83,0,84.42,0.11,Blue-Green,0,1,0,Specialty Coffee Association,2014-01-21,2013-01-21
1093,United States (Hawaii),NULL,NULL,cqi,NULL,kona,NULL,10,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,0,80.33,0.12,Green,5,7,0,Specialty Coffee Association,2013-02-07,2012-02-08
852,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,19,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,0,81.83,0,Bluish-Green,1,1,0,Specialty Coffee Association,2014-03-06,2013-03-06
65,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,8,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry,7.83,8,7.92,7.75,8.08,8,10,10,10,8,0,85.58,0,,0,1,0,Specialty Coffee Association,2013-04-06,2012-04-06
630,United States (Hawaii),NULL,NULL,NULL,NULL,kona,NULL,37,100,Specialty Coffee Association,,kona pacific farmers cooperative,NULL,,NULL,7.83,7.67,7.5,7.67,7.5,7.58,10,10,9.33,7.58,0,82.67,0.03,,2,0,0,Specialty Coffee Association,2012-09-19,2011-09-20
105,United States (Hawaii),kona pacific farmers cooperative,NULL,NULL,NULL,kona,NULL,15,100,Specialty Coffee Association,,kona pacific farmers cooperative,NULL,,NULL,7.75,7.92,7.75,7.75,8,8,10,10,10,7.83,0,85,0,,0,1,0,Specialty Coffee Association,2012-02-24,2011-02-24
335,United States (Hawaii),NULL,NULL,NULL,NULL,NULL,NULL,3,100,Specialty Coffee Association,,kona pacific farmers cooperative,NULL,,NULL,7.75,8,7.92,8.08,7.75,8,9.33,9.33,9.33,8.17,0,83.67,0,,0,0,0,Specialty Coffee Association,2012-04-20,2011-04-21
37,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,10,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry,8.08,8.17,8,7.92,7.92,7.83,10,10,10,8.33,0,86.25,0,,1,4,0,Specialty Coffee Association,2013-04-06,2012-04-06
859,United States (Hawaii),kona pacific farmers cooperative,kona pacific farmers cooperative,NULL,NULL,kona,NULL,30,0,Specialty Coffee Association,,kona pacific farmers cooperative,NULL,,NULL,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,0,81.83,0.02,,3,12,0,Specialty Coffee Association,2011-05-24,2010-05-24
605,United States (Hawaii),NULL,NULL,cqi,NULL,kona,NULL,6,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Washed / Wet,7.25,7.75,7.5,7.83,7.67,7.67,9.33,10,10,7.75,0,82.75,0.12,Green,0,0,0,Specialty Coffee Association,2013-02-22,2012-02-23
787,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,4,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,0,82.08,0.11,Bluish-Green,0,0,0,Specialty Coffee Association,2013-11-26,2012-11-26
492,United States (Hawaii),NULL,NULL,cqi,NULL,kona,NULL,6,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Washed / Wet,7.33,7.58,7.58,7.92,7.67,7.58,10,10,10,7.42,0,83.08,0.12,Green,0,0,0,Specialty Coffee Association,2013-02-22,2012-02-23
934,United States (Hawaii),NULL,NULL,NULL,NULL,kona,NULL,16,1,Specialty Coffee Association,,kona pacific farmers cooperative,NULL,,NULL,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10,10,7.33,0,81.5,0,,0,17,0,Specialty Coffee Association,2011-06-29,2010-06-29
529,United States (Hawaii),NULL,NULL,NULL,NULL,NULL,NULL,23,100,Specialty Coffee Association,,kona pacific farmers cooperative,NULL,,NULL,7.83,7.83,7.67,7.83,7.92,7.83,9.33,9.33,9.33,8.08,0,83,0,,0,0,0,Specialty Coffee Association,2012-04-20,2011-04-21
374,United States (Hawaii),NULL,NULL,NULL,NULL,NULL,NULL,14,100,Specialty Coffee Association,,kona pacific farmers cooperative,NULL,,NULL,7.5,7.67,7.58,7.92,7.58,7.67,10,10,10,7.58,0,83.5,0.01,,0,0,0,Specialty Coffee Association,2012-03-07,2011-03-08
96,United States (Hawaii),kona pacific farmers cooperative,kona pacific farmers cooperative,NULL,NULL,kona,NULL,27,0,Specialty Coffee Association,,kona pacific farmers cooperative,NULL,,NULL,7.5,7.92,8.25,7.83,7.92,7.75,10,10,10,7.92,0,85.08,0,,0,0,0,Specialty Coffee Association,2011-05-17,2010-05-17
73,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,8,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry,7.92,7.92,7.75,7.92,7.75,7.92,10,10,10,8.25,0,85.42,0,,4,6,0,Specialty Coffee Association,2013-04-06,2012-04-06
1049,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,3,2,Specialty Coffee Association,2011,kona pacific farmers cooperative,Arusha,,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,0,80.75,0.13,Bluish-Green,0,6,0,Specialty Coffee Association,2012-12-20,2011-12-21
489,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,6,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry,7.83,7.83,7.33,7.17,7.75,7.67,10,10,10,7.5,0,83.08,0.1,Bluish-Green,0,0,0,Specialty Coffee Association,2014-03-08,2013-03-08
431,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,11,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry,7.58,7.75,7.83,8,8.08,7.67,9.33,10,9.33,7.67,0,83.25,0.11,Bluish-Green,0,4,0,Specialty Coffee Association,2014-03-21,2013-03-21
309,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,12,100,Specialty Coffee Association,2013,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10,10,10,7.75,0,83.75,0,Bluish-Green,0,0,0,Specialty Coffee Association,2014-05-02,2013-05-02
1221,United States (Hawaii),kona farms,NULL,NULL,NULL,kona,NULL,8,100,Specialty Coffee Association,,kona pacific farmers cooperative,NULL,,NULL,7.92,6.83,7.08,7.42,6.75,7.33,8.67,9.33,10,7.25,0,78.58,0,,0,0,0,Specialty Coffee Association,2012-06-20,2011-06-21
391,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,13,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10,10,10,7.67,0,83.42,0,Green,0,2,0,Specialty Coffee Association,2014-01-24,2013-01-24
607,United States (Hawaii),NULL,NULL,NULL,NULL,kona,NULL,14,1,Specialty Coffee Association,,kona pacific farmers cooperative,NULL,,NULL,7.75,7.67,7.5,7.83,7.17,7.42,10,10,10,7.42,0,82.75,0,,0,2,0,Specialty Coffee Association,2011-06-29,2010-06-29
1144,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,12,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,0,79.83,0.12,Blue-Green,7,10,0,Specialty Coffee Association,2013-04-05,2012-04-05
895,United States (Hawaii),NULL,NULL,cqi,NULL,kona,NULL,13,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Washed / Wet,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,0,81.67,0.1,Green,1,1,0,Specialty Coffee Association,2013-02-07,2012-02-08
491,United States (Hawaii),NULL,NULL,kona pacific farmers cooperative,NULL,kona,NULL,7,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Natural / Dry,7.67,7.58,7.5,7.67,7.92,8,9.33,9.33,10,8.08,0,83.08,0,,1,4,0,Specialty Coffee Association,2013-04-06,2012-04-06
394,United States (Hawaii),kona pacific farmers cooperative,NULL,NULL,NULL,kona,Kona Pacific Farmers Co-Op,12,60,Specialty Coffee Association,2010,kona pacific farmers cooperative,NULL,,NULL,7.5,7.92,7.42,7.67,7.83,7.58,10,10,10,7.5,0,83.42,0.01,,0,0,0,Specialty Coffee Association,2011-12-27,2010-12-27
557,United States (Hawaii),NULL,NULL,cqi,NULL,kona,NULL,8,100,Specialty Coffee Association,2012,kona pacific farmers cooperative,Hawaiian Kona,,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10,10,10,7.5,0,82.92,0.1,Green,0,0,0,Specialty Coffee Association,2013-02-22,2012-02-23
